barcode,building,,coordinate_1_label,coordinate_2_indicator,coordinate_1_indicator,coordinate_2_label,coordinate_2_indicator,coordinate_3_label,coordinate_3_indicator,dimensions (width x height x depth,repo_uri,,,,,,,
/locations/3968,82891,/location_profiles/28,/repositories/12,D,"SML, B57-B [Range: 3, Section: d, Shelf: 7]",SML,B57-B,Range,3,Section,,Shelf,7,8/10/17 18:55,cconnoll,10/31/18 16:26,amd243,
/locations/3974,82897,/location_profiles/28,/repositories/12,E,"SML, B57-B [Range: 3, Section: e, Shelf: 6]",SML,B57-B,Range,3,Section,,Shelf,6,9/13/17 19:09,cconnoll,10/31/18 16:26,amd243,
/locations/3969,82903,/location_profiles/28,/repositories/12,E,"SML, B57-B [Range: 3, Section: e, Shelf: 7]",SML,B57-B,Range,3,Section,,Shelf,7,8/10/17 18:56,cconnoll,10/31/18 16:26,amd243,
/locations/2139,82802,/location_profiles/28,/repositories/12,A,"SML, B57-B [Range: 4, Section: a, Shelf: 1]",SML,B57-B,Range,4,Section,,Shelf,1,6/1/15 15:50,admin,10/31/18 15:55,amd243,
/locations/2140,82808,/location_profiles/28,/repositories/12,A,"SML, B57-B [Range: 4, Section: a, Shelf: 2]",SML,B57-B,Range,4,Section,,Shelf,2,6/1/15 15:50,admin,10/31/18 16:01,amd243,
/locations/2141,82747,/location_profiles/28,/repositories/12,A,"SML, B57-B [Range: 4, Section: a, Shelf: 3]",SML,B57-B,Range,4,Section,,Shelf,3,6/1/15 15:50,admin,10/31/18 16:06,amd243,
/locations/2142,82753,/location_profiles/28,/repositories/12,A,"SML, B57-B [Range: 4, Section: a, Shelf: 4]",SML,B57-B,Range,4,Section,,Shelf,4,6/1/15 15:50,admin,10/31/18 16:12,amd243,
/locations/2143,82759,/location_profiles/28,/repositories/12,A,"SML, B57-B [Range: 4, Section: a, Shelf: 5]",SML,B57-B,Range,4,Section,,Shelf,5,6/1/15 15:50,admin,10/31/18 16:17,amd243,
/locations/2144,82765,/location_profiles/28,/repositories/12,A,"SML, B57-B [Range: 4, Section: a, Shelf: 6]",SML,B57-B,Range,4,Section,,Shelf,6,6/1/15 15:50,admin,10/31/18 16:22,amd243,
/locations/4052,81694,/location_profiles/29,/repositories/12,,B70,,Drawer: 1,SML,B70,Drawer,1,NULL,NULL,NULL,11/29/18 20:48,ac2254,11/29/18 20:48,ac2254
/locations/4061,81748,/location_profiles/29,/repositories/12,,B70,,Drawer: 10,SML,B70,Drawer,10,NULL,NULL,NULL,11/29/18 20:48,ac2254,11/29/18 20:48,ac2254
/locations/4062,81754,/location_profiles/29,/repositories/12,,B70,,Drawer: 11,SML,B70,Drawer,11,NULL,NULL,NULL,11/29/18 20:48,ac2254,11/29/18 20:48,ac2254
/locations/4063,81693,/location_profiles/29,/repositories/12,,B70,,Drawer: 12,SML,B70,Drawer,12,NULL,NULL,NULL,11/29/18 20:48,ac2254,11/29/18 20:48,ac2254
/locations/4064,81699,/location_profiles/29,/repositories/12,,B70,,Drawer: 13,SML,B70,Drawer,13,NULL,NULL,NULL,11/29/18 20:48,ac2254,11/29/18 20:48,ac2254
/locations/4065,81705,/location_profiles/29,/repositories/12,,B70,,Drawer: 14,SML,B70,Drawer,14,NULL,NULL,NULL,11/29/18 20:48,ac2254,11/29/18 20:48,ac2254
/locations/4066,81711,/location_profiles/29,/repositories/12,,B70,,Drawer: 15,SML,B70,Drawer,15,NULL,NULL,NULL,11/29/18 20:48,ac2254,11/29/18 20:48,ac2254
/locations/4053,81700,/location_profiles/29,/repositories/12,,B70,,Drawer: 2,SML,B70,Drawer,2,NULL,NULL,NULL,11/29/18 20:48,ac2254,11/29/18 20:48,ac2254
/locations/4054,81706,/location_profiles/29,/repositories/12,,B70,,Drawer: 3,SML,B70,Drawer,3,NULL,NULL,NULL,11/29/18 20:48,ac2254,11/29/18 20:48,ac2254
/locations/4055,81712,/location_profiles/29,/repositories/12,,B70,,Drawer: 4,SML,B70,Drawer,4,NULL,NULL,NULL,11/29/18 20:48,ac2254,11/29/18 20:48,ac2254
/locations/4056,81718,/location_profiles/29,/repositories/12,,B70,,Drawer: 5,SML,B70,Drawer,5,NULL,NULL,NULL,11/29/18 20:48,ac2254,11/29/18 20:48,ac2254
/locations/4057,81724,/location_profiles/29,/repositories/12,,B70,,Drawer: 6,SML,B70,Drawer,6,NULL,NULL,NULL,11/29/18 20:48,ac2254,11/29/18 20:48,ac2254
/locations/4058,81730,/location_profiles/29,/repositories/12,,B70,,Drawer: 7,SML,B70,Drawer,7,NULL,NULL,NULL,11/29/18 20:48,ac2254,11/29/18 20:48,ac2254
/locations/4059,81736,/location_profiles/29,/repositories/12,,B70,,Drawer: 8,SML,B70,Drawer,8,NULL,NULL,NULL,11/29/18 20:48,ac2254,11/29/18 20:48,ac2254
/locations/4060,81742,/location_profiles/29,/repositories/12,,B70,,Drawer: 9,SML,B70,Drawer,9,NULL,NULL,NULL,11/29/18 20:48,ac2254,11/29/18 20:48,ac2254
